27295,125,0,38,0,0,227,0,0,0
811,487,0,103,0,4,500,0,0,0
431,294,0,156,0,0,254,0,0,0
3925,589,0,370,0,0,1116,0,0,0
575,716,0,228,0,4,702,0,0,0
2480,486,0,205,0,0,739,0,0,0
2774,499,0,263,0,2,897,0,0,0
124,67,0,14,0,3,62,0,0,0
1335,537,0,341,0,3,619,0,0,0
762,160,0,157,0,0,371,0,0,0
