metric,comparison,mean_difference,sample_std_difference,ci95_low,ci95_high,cohens_dz,seed_1,seed_2,seed_3,seed_4,seed_42
average_task_accuracy,joint_cap3000_minus_head_only,0.07325226207403408,0.057532217773393,0.0018165785279931346,0.14468794562007503,1.2732389765080663,0.12036277219485061,0.04109362278537018,0.007244952896046042,0.14528778879416535,0.05227217369973819
average_forgetting,joint_cap3000_minus_head_only,0.0039053462658509416,0.04948984750931689,-0.05754441566306218,0.06535510819476406,0.07891206908883133,0.01566669381814631,0.026982668212531497,0.014770268901154064,0.044155183421020885,-0.08204808302359805
final_overall_accuracy,joint_cap3000_minus_head_only,-0.01344262295081966,0.02711228601509188,-0.0471069724047627,0.02022172650312338,-0.4958129662447833,-0.02005785920925751,-0.023336547733847635,-0.04513018322082929,0.028447444551591206,-0.007135969141755072
final_macro_f1,joint_cap3000_minus_head_only,0.09371299819689723,0.03760882302166247,0.047015476636081945,0.14041051975771252,2.491782264574434,0.12540183532267898,0.05605678481667922,0.04986296459815941,0.12461373378629319,0.11262967246067532
final_balanced_accuracy,joint_cap3000_minus_head_only,0.07973740231495774,0.03428956766414089,0.03716128063242198,0.1223135239974935,2.3254128805579835,0.11303446738798717,0.048525887953333485,0.037383124391331624,0.1026623372849163,0.09708119455722011
