23439,804,185,1204,597,245,622,302,260,27
243,682,129,92,228,132,84,244,66,5
202,481,77,91,15,86,38,105,32,8
518,993,311,1981,406,304,1004,333,134,16
181,804,97,216,137,245,78,357,99,11
578,1032,502,180,479,345,200,248,305,41
686,701,72,942,73,232,1363,252,95,19
57,63,27,21,14,21,15,36,9,7
480,829,153,304,143,243,113,263,272,35
254,309,130,147,208,92,122,97,71,20
