15598,4550,1944,1756,542,575,476,1362,492,390
82,537,160,68,267,146,54,428,116,47
107,376,116,78,30,63,27,193,59,86
251,1073,376,1545,474,384,760,659,209,269
124,501,148,125,218,218,46,618,147,80
183,780,551,151,509,305,140,668,415,208
427,641,168,769,107,299,1223,561,119,121
26,46,21,16,24,17,13,56,17,34
192,630,186,167,201,240,56,568,392,203
109,253,178,95,240,70,100,173,150,82
